Rank;Bib;Name;Club;Sex;Category;Category_Rank;5km;10km;12km;15km;Finish;Time_Behind_Winner;Avg_Pace;0_5_pace;5_10_pace;10_15_pace;15_end_pace;0_5_10_diff;5_10_15_diff;10_15_end_diff;start_end_diff;0_5_average_diff;5_10_average_diff;10_15_average_diff;15_end_average_diff;10k_diff;Cluster_5;Cluster_5_Label;Cluster_8;Cluster_8_Label;Cluster_10;Cluster_10_Label
59;7930;LESCOP CORENTIN;STADE BRESTOIS *;Homme;SEH;44;00:16:24;00:32:31;00:40:57;00:48:59;01:08:38;+5:07;195.19362942598474;196.8;193.4;197.6;193.37379038871575;-3.4000000000000057;4.199999999999989;-4.226209611284247;-3.426209611284264;1.6063705740152727;-1.793629425984733;2.4063705740152557;-1.8198390372689914;0.38689519435786224;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
60;5370;POCHET MAXIME;EA CERGY PONTOISE ATHLETISME *;Homme;SEH;45;00:16:12;00:31:55;00:40:15;00:48:22;01:08:38;+5:07;195.19362942598474;194.4;188.6;197.4;199.44234869608002;-5.800000000000011;8.800000000000011;2.042348696080012;5.042348696080012;-0.793629425984733;-6.593629425984744;2.206370574015267;4.248719270095279;6.921174348040012;2.0;Steady pace;0.0;Steady + hills struggles;4.0;Steady pace
61;6847;FERNANDEZ FLORIAN;STADE BRESTOIS *;Homme;SEH;46;00:16:36;00:32:32;00:40:56;00:48:58;01:08:38;+5:07;195.19362942598474;199.2;191.2;197.2;193.53780547810396;-8.0;6.0;-3.6621945218960263;-5.662194521896026;4.00637057401525;-3.99362942598475;2.00637057401525;-1.6558239478807764;0.16890273905198683;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
62;668;OLLIER SIMON;UA MAURIENNE (ST-JEAN);Homme;SEH;47;00:16:35;00:32:20;;00:48:49;01:08:56;+5:25;196.04683130302885;199.0;189.0;197.8;197.96621289158603;-10.0;8.800000000000011;0.1662128915860137;-1.033787108413975;2.9531686969711473;-7.046831303028853;1.7531686969711586;1.9193815885571723;3.8831064457930324;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
63;992;LEGRAND HUGO;EA PAYS DE BROCELIANDE;Homme;SEH;48;00:16:49;00:33:04;00:41:36;00:49:41;01:09:01;+5:30;196.28383182443;201.8;195.0;199.4;190.2575036903395;-6.800000000000011;4.400000000000006;-9.142496309660515;-11.542496309660521;5.516168175570016;-1.2838318244299955;3.11616817557001;-6.026328134090505;-3.571248154830272;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
64;672;LAMOTTE THÉO;EA CERGY PONTOISE ATHLETISME *;Homme;ESH;3;00:16:11;00:32:01;00:40:41;00:48:52;01:09:08;+5:37;196.6156325543916;194.2;190.0;202.2;199.44234869608002;-4.199999999999989;12.199999999999989;-2.757651303919971;5.242348696080029;-2.415632554391607;-6.6156325543915955;5.584367445608393;2.826716141688422;8.721174348040023;2.0;Steady pace;0.0;Steady + hills struggles;4.0;Steady pace
65;7933;BERQUEZ ADRIEN;AVENIR SOCIAL DE SIN LE NOBLE;Homme;SEH;49;00:16:24;00:32:24;00:41:00;00:49:08;01:09:08;+5:37;196.6156325543916;196.8;192.0;200.8;196.81810726586843;-4.800000000000011;8.800000000000011;-3.981892734131577;0.018107265868422928;0.1843674456084159;-4.6156325543915955;4.184367445608416;0.20247471147683882;4.409053632934217;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
66;6032;HUSSAIN SADDAM;PIERREFITTE MULTI ATHLON VILLETANEUSE;Homme;SEH;50;00:16:00;00:31:55;00:40:23;00:48:40;01:09:11;+5:40;196.7578328672323;192.0;191.0;201.0;201.9025750369034;-1.0;10.0;0.9025750369033858;9.902575036903386;-4.75783286723231;-5.75783286723231;4.24216713276769;5.144742169671076;9.951287518451693;2.0;Steady pace;3.0;Steady Pace;4.0;Steady pace
67;6824;RENOU ANTHONY;NANTES EC;Homme;SEH;51;00:16:38;00:32:45;00:41:17;00:49:22;01:09:16;+5:45;196.99483338863345;199.6;193.4;199.4;195.83401672953912;-6.199999999999989;6.0;-3.5659832704608903;-3.765983270460879;2.605166611366542;-3.5948333886334467;2.4051666113665533;-1.160816659094337;1.1170083647695606;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
68;6637;JEGOU KAELIG;S/L STADE NANTAIS AC;Homme;SEH;52;00:15:54;00:31:25;00:39:30;00:47:17;01:09:16;+5:45;196.99483338863345;190.8;186.2;190.4;216.33590290306708;-4.600000000000023;4.200000000000017;25.935902903067074;25.53590290306707;-6.194833388633441;-10.794833388633464;-6.594833388633447;19.341069514433627;14.867951451533543;2.0;Steady pace;3.0;Steady Pace;0.0;Positive Split
69;3061;JULIEN ETIENNE;SAINT MALO SPORTS LOISIRS;Homme;MAH1;14;00:16:37;00:32:58;00:41:36;00:49:43;01:09:22;+5:51;197.27923401431482;199.4;196.2;201.0;193.37379038871575;-3.200000000000017;4.800000000000011;-7.626209611284253;-6.0262096112842585;2.120765985685182;-1.0792340143148351;3.7207659856851762;-3.9054436255990765;-0.6131048056421378;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
70;4641;SIMONIN THÉO;TEAM LENGLEN ATHLETIC CLUB;Homme;SEH;53;00:16:24;00:32:32;00:41:00;00:49:17;01:09:23;+5:52;197.32663411859505;196.8;193.6;201.0;197.80219780219778;-3.200000000000017;7.400000000000006;-3.1978021978022184;1.0021978021977702;-0.526634118595041;-3.726634118595058;3.6733658814049477;0.47556368360272927;4.201098901098902;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
71;7527;GIRAULT VALENTIN;ZOOM VOLT RUNNERS;Homme;SEH;54;00:16:51;00:33:04;00:41:36;00:49:42;01:09:23;+5:52;197.32663411859505;202.2;194.6;199.6;193.7018205674922;-7.599999999999994;5.0;-5.8981794325077885;-8.498179432507783;4.873365881404936;-2.726634118595058;2.273365881404942;-3.6248135511028465;-1.7490897162538772;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
72;8714;MATHIS CLÉMENT;;Homme;SEH;55;00:16:56;00:33:03;00:41:34;00:49:40;01:09:23;+5:52;197.32663411859505;203.2;193.4;199.4;194.02985074626864;-9.799999999999983;6.0;-5.37014925373137;-9.170149253731353;5.873365881404936;-3.9266341185950466;2.0733658814049534;-3.2967833723264164;-1.5850746268656906;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
73;5783;NIVOLE DIMITRI;PARIS SPORT CLUB;Homme;SEH;56;00:16:49;00:33:02;;00:49:40;01:09:23;+5:52;197.32663411859505;201.8;194.6;199.6;194.02985074626864;-7.200000000000017;5.0;-5.570149253731358;-7.770149253731375;4.473365881404959;-2.726634118595058;2.273365881404942;-3.2967833723264164;-1.3850746268656735;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
74;8073;RIOU NICOLAS;TEAM LENGLEN ATHLETIC CLUB;Homme;SEH;57;00:16:23;00:32:26;00:41:01;00:49:17;01:09:25;+5:54;197.4214343271555;196.6;192.6;202.2;198.13022798097424;-4.0;9.599999999999994;-4.0697720190257485;1.5302279809742458;-0.8214343271555151;-4.821434327155515;4.778565672844479;0.7087936538187307;5.565113990487106;2.0;Steady pace;0.0;Steady + hills struggles;4.0;Steady pace
75;5379;LE GRAND BENJAMIN;QUIMPER ATHLETISME;Homme;MAH1;15;00:16:45;00:32:59;00:41:31;00:49:37;01:09:26;+5:55;197.46883443143574;201.0;194.8;199.6;195.01394128259798;-6.199999999999989;4.799999999999983;-4.586058717402011;-5.986058717402017;3.531165568564262;-2.6688344314357266;2.1311655685642563;-2.454893148837755;-0.5930293587010169;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
76;709;BEN ALI MEHDI;UNION OLYMPIQUE ALBERTVILLE TARENTAISE*;Homme;MAH1;16;00:16:55;00:33:05;00:41:35;00:49:41;01:09:27;+5:56;197.51623453571597;203.0;194.0;199.2;194.5218960144333;-9.0;5.199999999999989;-4.678103985566679;-8.47810398556669;5.483765464284033;-3.5162345357159666;1.683765464284022;-2.994338521282657;-1.639051992783351;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
77;7939;LE PALUD FRANÇOIS;SO HOUILLES;Homme;SEH;58;00:16:49;00:33:03;00:41:35;00:49:42;01:09:29;+5:58;197.61103474427642;201.8;194.8;199.8;194.68591110382152;-7.0;5.0;-5.114088896178487;-7.114088896178487;4.188965255723588;-2.8110347442764123;2.1889652557235877;-2.925123640454899;-1.0570444480892434;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
78;4316;RANNOU JULES;S/L AURORE VITRE;Homme;SEH;59;00:16:51;00:33:03;00:41:37;00:49:43;01:09:30;+5:59;197.65843484855665;202.2;194.4;200.0;194.68591110382152;-7.799999999999983;5.599999999999994;-5.314088896178475;-7.514088896178464;4.541565151443336;-3.2584348485566466;2.3415651514433478;-2.9725237447351276;-0.957044448089249;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
79;7513;BOURG ROMAIN;SAM PARIS 12;Homme;SEH;60;00:16:48;00:33:02;00:41:33;00:49:40;01:09:31;+6:00;197.70583495283688;201.6;194.8;199.6;195.34197146137444;-6.799999999999983;4.799999999999983;-4.2580285386255525;-6.2580285386255525;3.8941650471631135;-2.9058349528368694;1.8941650471631135;-2.363863491462439;-0.7290142693127564;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
80;7995;DREUX JULIEN;;Homme;MAH1;17;00:16:27;00:32:46;00:41:22;00:49:36;01:09:36;+6:05;197.94283547423802;197.4;195.8;202.0;196.81810726586843;-1.5999999999999943;6.199999999999989;-5.181892734131566;-0.5818927341315714;-0.5428354742380179;-2.1428354742380122;4.057164525761976;-1.1247282083695893;2.8090536329341944;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
81;669;CHARPENTIER JEREMIE;EA CERGY PONTOISE ATHLETISME *;Homme;MAH1;18;00:16:35;00:32:57;00:41:28;00:49:42;01:09:37;+6:06;197.99023557851825;199.0;196.4;201.0;195.99803181892733;-2.5999999999999943;4.599999999999994;-5.0019681810726695;-3.0019681810726695;1.0097644214817478;-1.5902355785182465;3.009764421481748;-1.9922037595909217;0.7990159094636624;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
82;676;WHITBECK NICHOLAS;;Homme;MAH1;19;00:16:48;00:33:02;;00:49:41;01:09:37;+6:06;197.99023557851825;201.6;194.8;199.8;196.16204690831555;-6.799999999999983;5.0;-3.637953091684466;-5.437953091684449;3.609764421481742;-3.190235578518241;1.8097644214817592;-1.8281886702027066;-0.21897654584222437;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
83;7973;SORBELLI MATTÉO;AO CHARENTON;Homme;MAH1;20;00:16:49;00:33:03;00:41:35;00:49:43;01:09:38;+6:07;198.03763568279848;201.8;194.8;200.0;195.99803181892733;-7.0;5.199999999999989;-4.0019681810726695;-5.801968181072681;3.7623643172015306;-3.2376356827984694;1.9623643172015193;-2.0396038638711502;-0.3009840905363603;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
84;1163;LECLERCQ CÉDRIC;;Homme;SEH;61;00:16:48;00:33:00;00:41:32;00:49:39;01:09:39;+6:08;198.0850357870787;201.6;194.4;199.8;196.81810726586843;-7.199999999999989;5.400000000000006;-2.981892734131577;-4.78189273413156;3.514964212921285;-3.6850357870787036;1.714964212921302;-1.266928521210275;0.30905363293422283;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
85;2932;FAROUX FLORIAN;REVEIL SPORTIF DE ST CYR/LOIRE;Homme;SEH;62;00:16:26;00:32:25;00:40:55;00:49:07;01:09:40;+6:09;198.13243589135894;197.2;191.8;200.4;202.23060521567982;-5.399999999999977;8.599999999999994;1.8306052156798103;5.030605215679827;-0.9324358913589492;-6.3324358913589265;2.267564108641068;4.098169324320878;6.815302607839897;2.0;Steady pace;0.0;Steady + hills struggles;4.0;Steady pace
86;2968;PIEDVACHE ALEXANDRE;EA PAYS DE BROCELIANDE;Homme;SEH;63;00:16:49;00:33:03;00:41:36;00:49:42;01:09:41;+6:10;198.17983599563917;201.8;194.8;199.8;196.65409217648022;-7.0;5.0;-3.145907823519792;-5.145907823519792;3.620164004360845;-3.379835995639155;1.620164004360845;-1.5257438191589472;-0.07295391175989607;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
87;899;DURAND ANTOINE;BORDEAUX EC;Homme;SEH;64;00:16:39;00:32:54;00:41:25;00:49:32;01:09:42;+6:11;198.2272360999194;199.8;195.0;199.6;198.45825815975067;-4.800000000000011;4.599999999999994;-1.141741840249324;-1.341741840249341;1.5727639000806164;-3.227236099919395;1.3727639000805993;0.23102205983127533;1.6291290798753266;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
88;5058;CORNEVIN XAVIER;S/L PLESSIS ROBINSON AC;Homme;MAH1;21;00:16:49;00:33:01;00:41:34;00:49:40;01:09:43;+6:12;198.27463620419962;201.8;194.4;199.8;197.3101525340331;-7.400000000000006;5.400000000000006;-2.4898474659669034;-4.489847465966903;3.525363795800388;-3.874636204199618;1.5253637958003878;-0.9644836701665156;0.4550762670165227;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
89;4101;BIZEUL LÉO;S/L ESC OCEAN 44 SAINT NAZAIRE;Homme;SEH;65;00:16:31;00:32:28;00:40:55;00:49:31;01:09:45;+6:14;198.3694364127601;198.2;191.4;204.6;199.1143185173036;-6.799999999999983;13.199999999999989;-5.485681482696407;0.9143185173035988;-0.16943641276012045;-6.969436412760103;6.230563587239885;0.7448821045434784;7.0571592586517795;2.0;Steady pace;0.0;Steady + hills struggles;4.0;Steady pace
90;2297;AGRAZ FLORIAN;USM MALAKOFF;Homme;SEH;66;00:16:54;00:33:12;00:41:44;00:49:53;01:09:47;+6:16;198.46423662132057;202.8;195.6;200.2;195.83401672953912;-7.200000000000017;4.599999999999994;-4.365983270460873;-6.965983270460896;4.335763378679445;-2.864236621320572;1.7357633786794224;-2.6302198917814508;-1.1829916352304508;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
91;6093;DUBOIN YOAN;TEAM LENGLEN ATHLETIC CLUB;Homme;SEH;67;00:16:35;00:32:45;00:41:17;00:49:23;01:09:48;+6:17;198.5116367256008;199.0;194.0;199.6;200.91848450057404;-5.0;5.599999999999994;1.3184845005740442;1.9184845005740385;0.48836327439920524;-4.511636725600795;1.0883632743991996;2.4068477749732438;3.759242250287002;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
92;8374;ROSE LOUIS;S/L AIX ATHLE PROVENCE;Homme;SEH;68;00:16:50;00:33:03;00:41:36;00:49:42;01:09:50;+6:19;198.60643693416125;202.0;194.6;199.8;198.13022798097424;-7.400000000000006;5.200000000000017;-1.6697720190257712;-3.86977201902576;3.393563065838748;-4.006436934161258;1.1935630658387595;-0.47620895318701173;0.6651139904871002;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
93;1534;FARGEAS THIBAUT;S/L LORIENT ATHLETISME CLUB;Homme;SEH;69;00:16:53;00:33:00;00:41:34;00:49:54;01:09:52;+6:21;198.7012371427217;202.6;193.4;202.8;196.490077087092;-9.199999999999989;9.400000000000006;-6.309922912908007;-6.10992291290799;3.8987628572782853;-5.301237142721703;4.098762857278302;-2.211160055629705;1.6450385435460078;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
94;2948;JARNOT ALEX;ATHLETIC PONT-REAN;Homme;SEH;70;00:16:49;00:33:05;00:41:35;00:49:41;01:09:54;+6:23;198.79603735128217;201.8;195.2;199.2;198.95030342791534;-6.600000000000023;4.0;-0.24969657208464469;-2.8496965720846674;3.0039626487178452;-3.5960373512821775;0.4039626487178225;0.15426607663317782;0.5751517139576663;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
95;7566;BOUVY QUENTIN;DASSAULT SPORTS SURESNES;Homme;MAH1;22;00:16:51;00:33:05;00:41:37;00:49:51;01:10:01;+6:30;199.12783808124377;202.2;194.8;201.2;198.45825815975067;-7.399999999999977;6.399999999999977;-2.7417418402493183;-3.7417418402493183;3.0721619187562226;-4.327838081243755;2.0721619187562226;-0.6695799214930958;1.3291290798753153;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
96;2284;VUILLEMIN PIERRICK;SAM PARIS 12;Homme;SEH;71;00:16:48;00:33:04;;00:49:47;01:10:01;+6:30;199.12783808124377;201.6;195.2;200.6;199.1143185173036;-6.400000000000006;5.400000000000006;-1.4856814826964069;-2.485681482696407;2.4721619187562283;-3.9278380812437774;1.4721619187562283;-0.013519563940178614;1.4571592586518136;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
97;6945;LUMET ELIOTT;SATUC TOULOUSE ATHLE;Homme;SEH;72;00:16:56;00:33:06;00:41:40;00:49:53;01:10:02;+6:31;199.175238185524;203.2;194.0;201.4;198.29424307036246;-9.199999999999989;7.400000000000006;-3.1057569296375505;-4.905756929637533;4.024761814475994;-5.175238185523995;2.224761814476011;-0.8809951151615394;1.2471215351812361;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
98;6750;MOINARD WILFRIED;S/L ABV MONTAIGU VENDEE;Homme;SEH;73;00:17:05;00:33:31;00:42:07;00:50:10;01:10:04;+6:33;199.27003839408445;205.0;197.2;199.8;195.83401672953912;-7.800000000000011;2.6000000000000227;-3.965983270460896;-9.165983270460885;5.729961605915548;-2.070038394084463;0.5299616059155596;-3.4360216645453363;-3.282991635230445;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
99;5449;NOLF BENOIT;CLAMART CHATILLON RUNNING 92;Homme;SEH;74;00:16:39;00:32:58;00:41:37;00:49:47;01:10:06;+6:35;199.3648386026449;199.8;195.8;201.8;199.9343939642447;-4.0;6.0;-1.8656060357553201;0.13439396424467986;0.4351613973551025;-3.5648386026448975;2.4351613973551025;0.5695553615997824;3.06719698212234;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
100;2954;ROSSIGNAUD LOIC;;Homme;SEH;75;00:16:49;00:33:02;00:41:34;00:49:41;01:10:06;+6:35;199.3648386026449;201.8;194.6;199.8;200.91848450057404;-7.200000000000017;5.200000000000017;1.1184845005740272;-0.8815154994259728;2.4351613973551025;-4.7648386026449145;0.4351613973551025;1.5536458979291297;2.1592422502870363;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
101;8142;MARCHAUD DAVID;;Homme;SEH;76;00:16:36;00:32:46;00:41:30;00:49:55;01:10:07;+6:36;199.41223870692514;199.2;194.0;205.8;198.78628833852713;-5.199999999999989;11.800000000000011;-7.0137116614728825;-0.41371166147285976;-0.2122387069251488;-5.412238706925137;6.387761293074874;-0.6259503683980085;5.693144169263576;2.0;Steady pace;0.0;Steady + hills struggles;4.0;Steady pace
102;7575;DE GRANDSAIGNES LOUIS;;Homme;SEH;77;00:16:50;00:33:03;00:41:35;00:49:43;01:10:10;+6:39;199.55443901976582;202.0;194.6;200.0;201.2465146793505;-7.400000000000006;5.400000000000006;1.246514679350497;-0.7534853206495029;2.445560980234177;-4.954439019765829;0.4455609802341769;1.692075659584674;2.3232573396752514;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
103;6837;GARREAU MATHIEU;S/L LE MANS A 72;Homme;MAH1;23;00:16:50;00:33:01;00:41:33;00:49:46;01:10:11;+6:40;199.60183912404605;202.0;194.2;201.0;200.91848450057404;-7.800000000000011;6.800000000000011;-0.08151549942596148;-1.0815154994259615;2.3981608759539483;-5.401839124046063;1.3981608759539483;1.3166453765279869;2.859242250287025;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
104;1333;PORCIER GUILLAUME;ES MONTGERON;Homme;MAH1;24;00:16:50;00:33:04;00:41:39;00:49:46;01:10:12;+6:41;199.64923922832628;202.0;194.8;200.4;201.08249958996225;-7.199999999999989;5.599999999999994;0.6824995899622479;-0.9175004100377464;2.3507607716737198;-4.849239228326269;0.7507607716737255;1.4332603616359734;2.3412497949811097;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
105;5576;KERNEIS SÉBASTIEN;S/L AC CESSON;Homme;SEH;78;00:16:52;00:33:16;00:41:56;00:50:16;01:10:14;+6:43;199.74403943688674;202.4;196.8;204.0;196.490077087092;-5.599999999999994;7.199999999999989;-7.509922912907996;-5.9099229129080015;2.6559605631132683;-2.944039436886726;4.255960563113263;-3.253962349794733;0.6450385435459793;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
106;5397;NURDIN GUILLAUME;;Homme;SEH;79;00:16:49;00:33:03;;00:49:43;01:10:18;+6:47;199.93363985400768;201.8;194.8;200.0;202.55863539445627;-7.0;5.199999999999989;2.5586353944562745;0.7586353944562632;1.8663601459923314;-5.133639854007669;0.06636014599231999;2.6249955404485945;2.9793176972281117;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
107;6481;SAINT-CRICQ LAZARE;RACING MULTI ATHLON;Homme;JUH;1;00:16:47;00:32:51;00:41:26;00:49:42;01:10:19;+6:48;199.9810399582879;201.4;192.8;202.2;202.88666557323273;-8.599999999999994;9.399999999999977;0.6866655732327445;1.4866655732327274;1.418960041712097;-7.181039958287897;2.21896004171208;2.9056256149448245;5.443332786616338;2.0;Steady pace;0.0;Steady + hills struggles;4.0;Steady pace
108;6986;DAVY RENAUD;NANTES EC;Homme;SEH;80;00:16:36;00:32:45;00:41:17;00:49:28;01:10:31;+7:00;200.54984120965065;199.2;193.8;200.6;207.15105789732655;-5.399999999999977;6.799999999999983;6.551057897326558;7.951057897326564;-1.3498412096506627;-6.74984120965064;0.05015879034934301;6.601216687675901;7.375528948663259;2.0;Steady pace;3.0;Steady Pace;4.0;Steady pace
109;6607;RETHORE KÉVIN;CARQUEFOU AC;Homme;SEH;81;00:16:50;00:33:10;00:41:51;00:50:09;01:10:31;+7:00;200.54984120965065;202.0;196.0;203.8;200.42643923240936;-6.0;7.800000000000011;-3.3735607675906465;-1.5735607675906351;1.4501587903493487;-4.549841209650651;3.25015879034936;-0.12340197724128643;3.113219616204674;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
110;6946;BABAUDOU LÉO;SATUC TOULOUSE ATHLE;Homme;SEH;82;00:16:58;00:33:14;00:41:49;00:50:03;01:10:34;+7:03;200.69204152249134;203.6;195.2;201.8;201.9025750369034;-8.400000000000006;6.600000000000023;0.10257503690337444;-1.6974249630966085;2.9079584775086573;-5.492041522491348;1.1079584775086744;1.2105335144120488;2.4512875184517213;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
111;5514;COLIN ANTHONY;C.O.S. VILLERS ATHLETISME;Homme;ESH;4;00:16:52;00:33:14;00:41:52;00:50:07;01:10:36;+7:05;200.7868417310518;202.4;196.4;202.6;201.57454485812693;-6.0;6.199999999999989;-1.025455141873067;-0.8254551418730784;1.6131582689482116;-4.386841731051788;1.8131582689482002;0.7877031270751331;2.687272429063455;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
112;5527;JANET VINCENT;ASEC LA POMMERAYE;Homme;SEH;83;00:16:53;00:33:13;00:41:54;00:50:12;01:10:40;+7:09;200.9764421481727;202.6;196.0;203.8;201.4105297687387;-6.599999999999994;7.800000000000011;-2.389470231261299;-1.1894702312612822;1.623557851827286;-4.976442148172708;2.823557851827303;0.4340876205660038;3.3052648843693646;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
113;6913;ROUL MATHIEU;BRUZ ATHLETISME;Homme;SEH;84;00:16:50;00:33:06;00:41:39;00:50:00;01:10:43;+7:12;201.1186424610134;202.0;195.2;202.8;203.87075610956205;-6.800000000000011;7.600000000000023;1.0707561095620406;1.870756109562052;0.881357538986606;-5.918642461013405;1.6813575389866173;2.752113648548658;4.735378054781023;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
